Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Traffic Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score
LAS/DCA,IW9580,9098233,5.32,2023-06-20,3.5,2013.21,1586.63,Clear,Severe,1.4,Very Dissatisfied,4.59,152.66,1736.8,Perishable,19.98,Urban,Box Truck,Senior,Morning,1,142.69,Diesel,48.8,16.61,0.18,6.9,1021.52,0.32,0.51,2976.71,1,0
ORD/DEN,DN1777,6450822,3.47,2023-08-27,4.5,1902.38,1640.04,Clear,Severe,4.97,Very Dissatisfied,1.78,124.0,1337.02,Perishable,2.7,Suburban,Box Truck,Senior,Evening,5,188.91,Diesel,31.1,29.1,1.75,7.66,1117.84,3.94,0.59,2643.01,3,0
LAX/DEN,NK7433,5569989,8.42,2023-07-14,3.5,2716.14,853.92,Light Rain,Moderate,3.87,Very Satisfied,3.47,87.65,1725.88,Fragile,3.18,Urban,Box Truck,Intermediate,Overnight,4,135.0,Gasoline,5.71,15.97,0.71,7.51,1265.5,1.24,0.47,3101.94,0,0
SAN/JFK,EQ6293,6711358,1.39,2023-11-03,3.5,1836.06,2318.93,Clear,Heavy,4.04,Very Dissatisfied,4.89,101.58,1657.79,Standard,13.74,Interstate,Semi,Senior,Morning,3,40.94,Gasoline,41.24,3.08,0.4,7.38,870.48,0.71,0.47,2674.88,1,0
ORD/CMH,RB3648,7661018,1.25,2023-09-06,4.0,1681.18,2409.41,Fog,Moderate,4.23,Neutral,0.77,124.6,726.19,Oversized,18.38,Urban,Box Truck,Junior,Morning,4,94.35,Diesel,38.37,23.67,1.46,6.92,971.31,2.91,0.58,1887.05,0,0
STL/MSP,UT8926,7166461,7.08,2023-06-18,4.0,1036.59,1011.3,Heavy Rain,Light,2.86,Satisfied,1.06,145.67,732.66,Oversized,1.02,Interstate,Semi,Intermediate,Morning,5,112.56,Diesel,42.94,28.9,1.79,6.95,596.37,3.58,0.58,1550.12,3,3
LAX/SEA,OU2233,7144070,3.14,2023-11-09,4.0,2753.4,2782.64,Clear,Light,4.09,Dissatisfied,1.76,67.46,1846.2,Standard,7.41,Suburban,Semi,Junior,Afternoon,4,38.59,Gasoline,27.35,22.4,1.55,7.27,1515.46,3.1,0.55,3481.96,3,0
BOS/DEN,UO4731,8503560,9.27,2023-04-11,3.5,649.16,2213.62,Light Rain,Severe,4.94,Satisfied,3.38,115.8,1178.72,Fragile,9.6,Urban,Box Truck,Intermediate,Morning,2,188.76,Gasoline,48.32,0.27,1.32,6.02,377.42,2.31,0.58,1722.84,0,0
ORD/DFW,HG7805,3457844,5.67,2023-08-13,3.5,1651.16,595.81,Fog,Light,4.12,Satisfied,2.94,113.61,780.9,Oversized,4.6,Interstate,Flatbed,Senior,Overnight,4,128.92,Diesel,48.97,22.18,1.2,6.88,840.45,2.11,0.51,1808.23,1,1
IAH/BNA,LL6139,2590850,9.07,2023-11-08,4.0,2559.08,1637.28,Light Rain,Heavy,2.49,Very Dissatisfied,2.19,163.86,1504.34,Perishable,8.01,Suburban,Semi,Senior,Afternoon,2,161.11,Gasoline,36.65,26.5,1.56,7.91,1294.3,3.13,0.51,3028.79,0,0
BOS/CMH,JC8283,1024611,7.44,2023-04-04,3.5,913.28,1698.52,Clear,Severe,1.88,Neutral,3.88,155.19,1345.97,Standard,13.98,Interstate,Semi,Intermediate,Evening,5,65.03,Gasoline,33.94,23.47,0.27,7.78,410.61,0.48,0.45,1969.66,0,0
STL/MIA,JA5791,2126979,5.23,2023-01-08,4.5,1259.58,2436.38,Heavy Rain,Light,2.71,Dissatisfied,1.72,52.52,561.43,Standard,9.89,Interstate,Flatbed,Senior,Overnight,2,157.77,Gasoline,21.32,10.95,0.47,7.16,791.15,1.05,0.63,1438.41,2,2
DTW/ATL,WV1524,6727891,8.55,2023-12-04,4.5,2129.3,397.29,Light Rain,Severe,3.84,Satisfied,1.68,176.55,1805.85,Fragile,10.11,Suburban,Box Truck,Intermediate,Overnight,2,121.93,Diesel,47.34,15.01,1.32,7.8,1227.9,2.97,0.58,3275.62,3,3
SAN/DEN,WM3669,4373996,4.95,2023-02-15,4.5,885.58,1608.05,Clear,Heavy,4.84,Very Dissatisfied,4.06,151.03,1937.88,Fragile,15.89,Urban,Box Truck,Senior,Evening,4,170.66,Gasoline,21.49,21.0,1.6,7.44,535.96,3.61,0.61,2670.96,3,0
BOI/DCA,WZ9204,7780381,1.95,2023-12-21,3.5,2195.81,907.74,Light Rain,Severe,1.31,Neutral,3.36,125.92,811.45,Perishable,16.61,Suburban,Flatbed,Junior,Evening,2,166.6,Gasoline,6.72,28.28,0.75,6.26,1227.78,1.31,0.56,2201.46,1,1
IAH/SEA,ZI7595,3783221,4.09,2023-10-21,4.0,2072.34,2642.1,Heavy Rain,Light,1.36,Satisfied,2.1,167.98,799.98,Oversized,4.0,Suburban,Flatbed,Intermediate,Overnight,4,152.74,Diesel,2.81,26.43,1.76,7.94,1044.03,3.52,0.5,2044.74,1,1
CLE/LAX,QD4058,6395566,2.19,2023-03-13,3.5,1499.78,425.85,Snow,Light,3.06,Neutral,0.23,88.08,683.43,Oversized,10.01,Urban,Semi,Intermediate,Afternoon,5,37.91,Gasoline,23.66,20.7,1.7,6.9,760.86,2.97,0.51,1579.7,2,2
CMH/BNA,ZM1001,5969663,2.08,2023-10-15,3.5,2327.66,638.96,Heavy Rain,Severe,2.5,Neutral,3.37,73.55,1673.7,Oversized,13.99,Suburban,Semi,Junior,Evening,1,25.3,Gasoline,40.24,15.28,0.27,7.67,1062.46,0.47,0.46,2865.69,1,1
ORD/LAX,WL6047,4413946,1.82,2023-02-12,4.0,2449.12,1464.37,Fog,Light,2.7,Very Dissatisfied,3.5,70.13,956.12,Perishable,19.77,Interstate,Flatbed,Intermediate,Afternoon,1,136.46,Diesel,20.94,7.2,1.74,7.33,1337.2,3.48,0.55,2395.07,3,3
CLT/SAN,NP2176,5894329,7.86,2023-03-08,4.5,1705.13,1383.57,Snow,Severe,4.86,Very Satisfied,1.55,120.92,620.0,Fragile,5.72,Interstate,Semi,Senior,Overnight,2,105.54,Diesel,8.7,14.97,0.28,7.7,996.52,0.63,0.58,1761.75,3,3
LAX/MSP,GT3457,7870964,4.1,2023-06-23,4.0,2927.01,1873.72,Clear,Heavy,3.56,Dissatisfied,4.45,102.62,1137.81,Standard,17.5,Interstate,Semi,Senior,Morning,1,138.04,Gasoline,18.38,19.62,1.16,7.26,1613.73,2.32,0.55,2894.49,3,0
CLE/JFK,PI3270,9230898,2.13,2023-04-20,3.5,2875.56,2524.45,Heavy Rain,Severe,4.96,Dissatisfied,4.25,60.27,1092.28,Oversized,2.06,Suburban,Semi,Junior,Evening,1,43.33,Diesel,4.77,19.05,0.05,6.38,1576.46,0.08,0.55,2752.91,0,0
STL/LAS,XV6243,5986867,8.72,2023-09-08,3.5,2819.65,2303.91,Light Rain,Heavy,2.95,Dissatisfied,0.36,76.98,727.62,Standard,4.9,Interstate,Semi,Senior,Afternoon,3,134.1,Gasoline,20.62,28.08,0.61,6.15,1605.24,1.06,0.57,2459.6,1,1
DEN/SFO,HW1460,2585492,6.68,2023-11-24,3.5,2490.41,2529.98,Heavy Rain,Light,1.91,Satisfied,3.34,178.85,910.53,Fragile,15.5,Suburban,Semi,Intermediate,Evening,4,136.26,Diesel,8.32,0.96,1.01,6.04,1443.01,1.76,0.58,2543.43,3,3
DEN/CLT,MR1812,5227488,7.42,2023-06-18,4.0,1811.72,2672.01,Clear,Heavy,2.86,Dissatisfied,3.29,75.39,786.99,Oversized,16.7,Urban,Semi,Senior,Evening,4,43.12,Diesel,7.11,11.88,1.36,7.75,935.18,2.72,0.52,1819.26,3,0
SEA/SFO,MG8158,2801707,7.62,2023-09-04,4.0,322.13,340.89,Fog,Light,1.36,Satisfied,2.24,93.3,643.31,Oversized,13.64,Suburban,Flatbed,Junior,Afternoon,5,141.44,Diesel,13.0,20.96,0.17,6.58,195.86,0.35,0.61,966.78,0,0
SEA/CLE,BO9326,7819281,1.16,2023-02-22,3.5,1165.43,933.62,Light Rain,Light,2.33,Dissatisfied,3.32,74.63,1628.76,Standard,5.43,Urban,Semi,Senior,Overnight,4,178.14,Gasoline,23.07,11.78,1.2,7.03,580.52,2.1,0.5,2320.87,3,3
LAX/DCA,AZ6773,7703628,6.95,2023-02-16,4.5,2616.04,2272.73,Light Rain,Severe,3.46,Very Dissatisfied,1.63,120.72,1402.77,Standard,8.9,Interstate,Semi,Senior,Morning,3,138.58,Diesel,49.4,2.95,1.88,6.67,1765.95,4.22,0.68,3346.01,1,1
ATL/BOS,HH3850,6798776,8.91,2023-08-25,4.0,1012.63,1748.29,Light Rain,Moderate,1.05,Dissatisfied,1.32,74.54,1226.79,Oversized,9.5,Urban,Semi,Junior,Overnight,5,77.09,Diesel,25.37,10.23,0.18,6.91,586.17,0.37,0.58,1923.46,0,0
SLC/DCA,ET8956,5682835,6.95,2023-07-17,4.5,2741.62,1237.65,Fog,Light,1.87,Very Dissatisfied,1.52,81.09,1742.91,Oversized,11.77,Interstate,Flatbed,Senior,Overnight,5,41.99,Diesel,5.56,9.59,0.27,7.96,1550.87,0.61,0.57,3390.62,3,3
DCA/CLE,XC2978,3327488,5.37,2023-10-30,4.5,770.87,2284.73,Heavy Rain,Moderate,4.24,Very Satisfied,2.39,130.31,1366.3,Perishable,8.45,Suburban,Semi,Junior,Overnight,4,87.29,Gasoline,23.96,5.77,1.89,6.17,562.61,4.26,0.73,2093.21,0,0
DEN/MIA,ZJ2265,1928401,7.99,2023-11-01,3.5,1224.11,1802.58,Clear,Moderate,2.58,Satisfied,4.61,75.6,1143.87,Fragile,3.13,Interstate,Flatbed,Junior,Evening,1,60.51,Diesel,47.52,14.99,1.45,6.07,705.65,2.54,0.58,1990.17,1,0
ORD/DTW,HZ7695,5715855,6.8,2023-04-27,3.5,287.79,165.49,Clear,Moderate,3.53,Satisfied,4.57,51.48,524.56,Perishable,16.16,Suburban,Box Truck,Senior,Afternoon,2,185.13,Gasoline,36.18,9.44,1.4,6.44,156.34,2.45,0.54,780.46,0,0
DEN/STL,YJ3828,1375983,8.04,2023-09-28,3.5,1256.52,1001.46,Heavy Rain,Severe,2.21,Very Satisfied,2.17,138.38,1381.63,Oversized,19.67,Interstate,Semi,Intermediate,Evening,3,21.92,Gasoline,42.5,0.55,1.18,6.58,668.6,2.06,0.53,2233.71,1,1
MSP/SAN,VI7196,1963328,3.15,2023-04-30,3.5,2430.01,188.27,Fog,Severe,3.89,Very Dissatisfied,4.34,117.73,585.95,Perishable,5.26,Urban,Semi,Senior,Morning,1,168.81,Diesel,44.98,13.72,0.51,7.53,1129.48,0.89,0.46,1892.75,0,0
STL/DTW,OJ3701,1557558,3.79,2023-05-23,4.0,1318.23,807.01,Light Rain,Heavy,4.95,Satisfied,0.41,137.4,689.59,Oversized,14.31,Interstate,Semi,Junior,Afternoon,2,113.03,Gasoline,41.61,21.94,0.12,7.34,718.42,0.24,0.54,1609.2,0,0
ATL/LAX,OY3148,8471632,1.71,2023-04-27,4.5,1223.65,2999.48,Fog,Severe,1.18,Very Satisfied,1.49,100.96,1117.2,Oversized,11.67,Suburban,Semi,Intermediate,Afternoon,4,191.32,Gasoline,18.22,24.08,1.26,6.84,804.92,2.82,0.66,2068.19,0,0
CLE/MCO,WE2245,2096984,3.06,2023-06-29,4.0,1588.32,538.98,Heavy Rain,Light,2.81,Very Satisfied,4.68,129.0,669.31,Oversized,14.17,Suburban,Semi,Senior,Morning,2,78.2,Gasoline,20.91,24.1,0.16,7.39,859.82,0.33,0.54,1703.46,0,0
CLT/SFO,AZ4223,1808038,4.42,2023-02-05,4.0,1496.27,2750.81,Clear,Severe,1.13,Very Dissatisfied,3.19,145.5,609.19,Fragile,2.16,Suburban,Flatbed,Junior,Evening,3,148.99,Diesel,47.87,3.2,0.58,6.89,868.62,1.15,0.58,1675.53,1,0
MIA/CLT,EF4746,8863294,8.85,2023-10-20,4.0,2729.49,2719.33,Clear,Heavy,1.93,Very Satisfied,3.34,152.27,1645.68,Standard,13.97,Urban,Box Truck,Senior,Afternoon,5,77.4,Gasoline,41.98,18.95,1.02,7.31,1493.93,2.03,0.55,3354.84,0,0
DCA/SEA,HV4166,5771872,5.3,2023-08-03,4.5,1422.94,951.82,Light Rain,Moderate,2.93,Satisfied,4.68,113.6,1725.34,Oversized,12.09,Urban,Flatbed,Junior,Morning,2,65.01,Diesel,2.29,23.94,1.17,6.52,981.72,2.62,0.69,2849.52,2,2
JFK/MCO,LI4968,7712690,1.92,2023-10-07,4.5,1875.74,306.44,Heavy Rain,Heavy,3.95,Very Satisfied,3.53,159.45,836.32,Fragile,7.28,Interstate,Semi,Intermediate,Evening,4,48.34,Gasoline,40.96,28.19,0.94,6.55,1287.76,2.1,0.69,2354.78,1,1
MSP/ATL,JV6560,2905828,4.63,2023-04-04,3.5,1538.82,2607.25,Light Rain,Light,1.51,Dissatisfied,4.47,117.68,1035.63,Fragile,8.65,Interstate,Semi,Junior,Overnight,1,128.31,Gasoline,14.28,13.73,0.35,6.07,886.64,0.62,0.58,2068.58,3,3
DTW/BNA,UT2298,5710734,2.19,2023-03-25,4.0,584.13,2770.22,Fog,Moderate,2.07,Satisfied,3.76,185.79,1324.71,Oversized,10.44,Suburban,Box Truck,Junior,Overnight,2,38.92,Gasoline,33.07,4.99,0.44,7.42,315.02,0.88,0.54,1864.47,0,0
ATL/LAS,TK7171,2519903,7.95,2023-06-10,4.5,346.58,2341.43,Light Rain,Light,3.3,Very Dissatisfied,2.63,149.28,1265.49,Standard,3.82,Urban,Flatbed,Intermediate,Overnight,1,25.81,Diesel,3.55,24.26,1.2,6.48,240.75,2.7,0.69,1686.03,0,0
LAX/ORD,GH3015,2984060,7.92,2023-04-17,4.5,389.09,128.87,Light Rain,Heavy,3.8,Dissatisfied,0.14,162.06,727.89,Oversized,11.14,Interstate,Box Truck,Intermediate,Morning,3,131.08,Diesel,8.33,19.22,0.97,6.46,271.02,2.19,0.7,1190.72,0,0
BOS/SAN,IY7559,2309502,9.63,2023-01-08,4.0,2992.02,2869.18,Light Rain,Heavy,4.45,Neutral,0.95,89.71,1810.45,Oversized,7.15,Interstate,Box Truck,Senior,Morning,5,175.1,Gasoline,45.68,9.2,0.28,6.86,1745.48,0.57,0.58,3701.09,3,3
IAH/SLC,WQ8150,1002594,3.99,2023-10-31,3.5,1093.72,2860.69,Clear,Severe,1.81,Dissatisfied,4.96,123.2,1426.83,Oversized,2.05,Urban,Semi,Intermediate,Morning,1,127.58,Gasoline,47.49,7.77,0.54,6.55,584.12,0.95,0.53,2190.36,3,0
ORD/SEA,QF3248,8893934,9.34,2023-04-08,4.0,227.7,1528.12,Fog,Light,1.83,Satisfied,1.98,55.78,1114.14,Oversized,1.18,Urban,Semi,Junior,Morning,3,153.36,Diesel,38.53,12.04,1.93,6.83,133.33,3.86,0.59,1357.68,2,2
ATL/BOI,GF6529,9976399,5.47,2023-10-22,3.5,1675.58,860.03,Clear,Moderate,1.68,Neutral,0.2,123.84,1751.07,Perishable,13.88,Urban,Box Truck,Junior,Morning,5,109.41,Diesel,32.42,14.1,1.38,7.25,808.39,2.41,0.48,2732.22,1,0
DTW/PHX,NT1704,8779328,4.21,2023-12-19,3.5,1456.68,1250.09,Snow,Moderate,4.93,Very Dissatisfied,3.26,52.88,1065.58,Perishable,17.87,Interstate,Flatbed,Senior,Overnight,5,116.39,Gasoline,30.79,22.61,1.54,6.7,761.16,2.7,0.52,1935.72,0,0
CLT/DCA,LY7200,5411269,2.71,2023-06-26,4.5,1725.97,748.21,Snow,Heavy,3.75,Satisfied,1.89,105.71,1314.55,Perishable,10.89,Interstate,Semi,Senior,Overnight,2,188.93,Gasoline,36.8,12.16,1.85,7.2,1079.3,4.17,0.63,2552.7,1,1
LAX/LAX,KU3214,8524234,9.12,2023-02-14,3.5,2194.21,171.96,Heavy Rain,Severe,4.79,Satisfied,3.57,157.9,856.81,Standard,7.39,Interstate,Semi,Senior,Morning,3,160.85,Diesel,5.48,23.07,0.63,6.36,1207.04,1.11,0.55,2251.41,3,3
LAX/BOI,ZW7709,5208358,5.83,2023-09-25,3.5,2203.52,2075.06,Snow,Moderate,3.32,Very Satisfied,2.04,165.75,1505.87,Perishable,17.47,Urban,Box Truck,Junior,Morning,5,86.35,Gasoline,35.38,1.69,0.02,7.82,986.57,0.03,0.45,2695.3,1,1
BOS/LAS,WO6842,2178041,2.25,2023-01-29,3.5,588.22,275.44,Clear,Heavy,1.46,Very Satisfied,4.47,125.77,1440.93,Standard,7.23,Suburban,Semi,Intermediate,Afternoon,2,167.66,Gasoline,39.24,0.11,0.85,7.88,261.41,1.49,0.44,1868.95,0,0
MCO/ATL,OT3322,2446005,3.87,2023-08-04,4.0,1170.68,115.54,Snow,Heavy,2.5,Neutral,3.36,126.9,519.1,Fragile,19.91,Suburban,Semi,Junior,Overnight,4,171.43,Gasoline,21.9,10.22,0.79,7.94,589.5,1.57,0.5,1269.2,2,2
DCA/SFO,AG8027,1527850,5.21,2023-08-05,4.5,1291.24,2273.54,Fog,Light,3.47,Very Satisfied,3.13,79.92,1441.03,Oversized,10.58,Interstate,Box Truck,Intermediate,Overnight,4,134.72,Diesel,49.6,7.21,1.07,6.55,886.91,2.4,0.69,2467.07,3,3
ORD/CLT,KN5151,8662072,5.43,2023-07-23,4.0,1259.3,2973.84,Heavy Rain,Severe,4.85,Satisfied,4.11,96.32,1242.16,Oversized,11.84,Urban,Box Truck,Intermediate,Evening,2,195.26,Gasoline,19.45,13.65,0.85,7.18,701.09,1.69,0.56,2074.35,0,0
CMH/CLE,EV7629,7342525,7.55,2023-02-26,4.0,2771.93,2067.68,Light Rain,Light,2.14,Satisfied,1.45,72.26,677.21,Perishable,2.94,Suburban,Box Truck,Intermediate,Overnight,4,55.45,Gasoline,37.31,8.24,1.28,6.65,1667.92,2.56,0.6,2465.49,1,1
MCO/CMH,DU7049,4770731,8.43,2023-07-24,3.5,2819.06,1221.25,Heavy Rain,Moderate,2.32,Neutral,3.39,132.36,1410.35,Standard,13.22,Urban,Box Truck,Intermediate,Evening,3,151.91,Diesel,34.63,16.38,1.72,7.14,1382.27,3.0,0.49,2979.0,3,3
JFK/JFK,XK3573,3068392,5.45,2023-03-11,4.0,2402.29,1163.09,Heavy Rain,Severe,3.77,Dissatisfied,3.26,117.29,1716.06,Standard,5.58,Urban,Semi,Junior,Evening,5,178.06,Gasoline,36.47,20.85,0.26,6.85,1403.33,0.51,0.58,3294.51,3,3
SAN/SAN,YU2830,2118235,1.16,2023-09-18,4.5,1188.65,1478.73,Clear,Heavy,2.77,Very Satisfied,2.15,114.26,1786.28,Standard,10.68,Urban,Semi,Intermediate,Overnight,5,138.54,Diesel,28.93,20.67,1.21,7.38,724.3,2.71,0.61,2677.15,2,0
IAH/CMH,NH1385,2185051,3.36,2023-06-30,3.5,1969.71,839.29,Heavy Rain,Heavy,3.79,Very Dissatisfied,2.31,162.78,1713.08,Fragile,4.57,Interstate,Flatbed,Junior,Evening,2,113.95,Gasoline,48.66,0.56,0.14,6.23,1107.3,0.25,0.56,3032.63,2,2
SLC/ORD,UM4179,5899821,7.91,2023-07-18,4.5,2341.1,1353.06,Light Rain,Light,1.84,Dissatisfied,0.38,76.5,1461.64,Perishable,10.76,Interstate,Flatbed,Senior,Morning,3,92.65,Diesel,25.72,23.62,0.8,7.32,1438.84,1.8,0.61,3028.13,3,3
LAS/BOI,UM7015,7784386,2.98,2023-01-23,4.5,2998.05,1354.15,Light Rain,Heavy,4.44,Very Dissatisfied,1.34,82.14,1755.92,Fragile,19.88,Suburban,Box Truck,Junior,Overnight,1,153.44,Diesel,18.95,17.73,0.9,6.98,1933.06,2.03,0.64,3809.84,2,2
MCO/DTW,SL5753,3155075,5.37,2023-11-22,4.5,220.28,660.12,Snow,Severe,2.56,Very Dissatisfied,4.21,68.59,1237.01,Standard,12.7,Urban,Semi,Junior,Afternoon,4,159.89,Gasoline,7.32,22.67,0.81,7.42,133.62,1.83,0.61,1471.04,1,1
DCA/CMH,QL5589,9551166,6.36,2023-01-27,4.5,1290.02,195.54,Snow,Moderate,4.22,Very Satisfied,2.49,134.22,1553.95,Standard,19.61,Interstate,Flatbed,Intermediate,Overnight,2,188.45,Gasoline,27.26,28.71,1.87,7.13,814.18,4.2,0.63,2562.52,2,2
BOI/SLC,PG4920,2240216,4.11,2023-11-28,4.0,1741.42,2336.26,Fog,Light,4.22,Very Dissatisfied,1.83,178.12,953.62,Perishable,15.69,Suburban,Semi,Intermediate,Overnight,3,185.69,Gasoline,43.11,26.0,0.37,7.52,926.28,0.73,0.53,2127.85,3,3
LAS/CMH,WE2257,4719197,1.41,2023-11-04,4.5,2518.35,2422.51,Clear,Light,3.28,Very Dissatisfied,1.18,107.34,945.33,Oversized,14.4,Urban,Box Truck,Junior,Afternoon,1,124.24,Gasoline,49.31,20.55,0.52,6.65,1703.82,1.16,0.68,2827.51,0,0
MIA/DCA,XB5952,4192793,4.15,2023-05-29,4.0,1927.33,177.24,Heavy Rain,Severe,1.25,Very Satisfied,2.5,115.17,940.82,Fragile,1.58,Interstate,Box Truck,Junior,Afternoon,3,121.52,Diesel,33.48,9.76,0.01,7.24,1064.65,0.02,0.55,2163.89,0,0
LAS/LAX,WX5072,9203016,6.31,2023-05-22,4.5,2904.22,122.62,Snow,Heavy,3.87,Very Satisfied,2.43,132.96,1311.2,Oversized,1.76,Urban,Box Truck,Junior,Afternoon,4,80.97,Gasoline,33.99,22.63,0.85,6.08,2150.47,1.92,0.74,3653.15,0,0
SFO/SAN,RB8897,9989477,5.82,2023-05-28,4.0,2641.25,2454.31,Clear,Heavy,3.64,Satisfied,2.78,107.06,1424.28,Oversized,10.61,Interstate,Box Truck,Junior,Evening,4,34.58,Gasoline,2.64,28.4,1.93,7.09,1490.33,3.87,0.56,3056.58,3,0
DEN/BNA,RE8095,9326461,9.06,2023-07-29,4.0,2194.8,392.45,Heavy Rain,Light,2.24,Dissatisfied,0.61,71.81,1810.84,Oversized,17.32,Interstate,Flatbed,Senior,Overnight,1,85.58,Diesel,43.78,25.82,1.42,7.46,1177.48,2.85,0.54,3132.57,3,3
CLE/SFO,XZ1042,6270676,2.08,2023-07-22,4.5,1033.69,1926.6,Light Rain,Light,3.46,Satisfied,0.26,141.8,1416.58,Perishable,15.75,Suburban,Box Truck,Intermediate,Overnight,5,96.77,Diesel,19.06,14.46,0.27,7.64,608.54,0.61,0.59,2201.05,2,2
CLT/BOI,AS8209,3318064,8.45,2023-08-04,4.0,1402.09,2503.68,Clear,Severe,3.68,Satisfied,3.04,125.17,1656.68,Perishable,3.75,Suburban,Box Truck,Senior,Evening,2,178.08,Diesel,10.67,24.01,0.12,6.47,867.32,0.24,0.62,2684.1,2,0
IAH/PHX,ZR9121,8445969,5.99,2023-06-23,4.0,2165.66,1518.46,Snow,Heavy,3.45,Satisfied,3.28,98.34,1641.51,Fragile,10.58,Urban,Semi,Senior,Overnight,5,145.98,Gasoline,0.74,0.1,0.18,7.25,1194.89,0.36,0.55,2935.93,0,0
ORD/CLE,NQ9599,3974425,3.01,2023-10-28,4.5,2159.86,1542.46,Fog,Moderate,4.89,Satisfied,1.46,90.42,1654.58,Oversized,3.0,Urban,Flatbed,Intermediate,Morning,1,48.13,Gasoline,48.84,18.91,1.38,6.12,1587.41,3.1,0.73,3403.26,3,3
IAH/DFW,QN8155,1345344,1.56,2023-11-28,4.5,2531.15,1103.52,Clear,Heavy,4.87,Very Dissatisfied,0.83,70.24,687.68,Fragile,18.64,Urban,Box Truck,Intermediate,Morning,3,70.64,Gasoline,46.43,17.94,1.61,6.1,1866.53,3.62,0.74,2692.44,0,0
LAX/ORD,HU8354,4041959,1.65,2023-01-14,4.0,641.15,2671.97,Light Rain,Moderate,1.27,Neutral,4.08,86.8,1480.19,Standard,15.97,Urban,Box Truck,Junior,Afternoon,4,198.69,Diesel,38.94,10.19,0.24,7.48,342.68,0.49,0.53,1959.28,0,0
SLC/MCO,BN6538,5956484,5.76,2023-02-28,4.5,467.08,2471.31,Fog,Light,4.25,Very Satisfied,0.42,133.23,1990.8,Fragile,19.41,Interstate,Semi,Intermediate,Evening,5,105.51,Diesel,45.83,24.49,0.32,6.88,305.69,0.72,0.65,2500.76,1,1
DCA/BOI,BI7578,8448624,9.94,2023-01-21,4.0,2825.11,1622.42,Light Rain,Light,2.54,Very Dissatisfied,0.69,82.97,1001.59,Perishable,3.6,Urban,Flatbed,Junior,Morning,3,191.93,Diesel,46.71,27.05,0.29,6.77,1669.97,0.58,0.59,2828.86,3,3
DEN/SEA,TL6066,7839010,8.94,2023-09-04,4.5,1505.49,2107.14,Clear,Heavy,4.23,Very Satisfied,4.45,147.04,892.2,Standard,17.33,Suburban,Flatbed,Intermediate,Morning,1,148.74,Diesel,9.98,8.09,0.83,6.71,1009.3,1.86,0.67,2068.47,3,0
MCO/ORD,UB1467,4121380,2.6,2023-02-02,4.5,2950.42,2039.81,Clear,Heavy,2.7,Dissatisfied,4.2,117.07,670.59,Standard,15.16,Interstate,Box Truck,Intermediate,Overnight,5,160.1,Diesel,9.28,7.66,0.67,6.08,2184.97,1.51,0.74,2991.08,2,0
SAN/MSP,GB5991,4272081,9.09,2023-02-21,4.0,2013.74,554.6,Fog,Moderate,2.34,Dissatisfied,0.28,87.78,1422.5,Fragile,10.47,Interstate,Flatbed,Intermediate,Afternoon,2,54.07,Diesel,34.77,8.39,0.45,7.56,1064.87,0.89,0.53,2619.21,1,1
IAH/CLE,CX1425,7554676,1.71,2023-02-06,4.5,1013.96,1096.31,Light Rain,Moderate,1.19,Very Satisfied,0.35,187.39,1761.9,Oversized,17.44,Urban,Box Truck,Senior,Afternoon,3,135.74,Diesel,4.37,0.44,1.55,7.52,607.13,3.49,0.6,2564.71,3,3
ATL/SFO,FW9985,6554919,6.13,2023-09-06,4.0,886.78,199.42,Snow,Moderate,2.1,Dissatisfied,1.14,157.63,1313.88,Fragile,6.78,Interstate,Flatbed,Senior,Afternoon,2,152.46,Diesel,30.35,14.91,1.2,6.15,576.84,2.41,0.65,2096.01,0,0
CMH/MSP,NA3133,2990304,5.86,2023-06-16,3.5,449.47,2660.88,Heavy Rain,Severe,2.46,Satisfied,2.79,61.11,1208.93,Perishable,6.31,Interstate,Semi,Senior,Evening,4,186.61,Gasoline,44.36,21.33,0.8,6.62,237.51,1.39,0.53,1574.64,3,3
JFK/DFW,NC7268,9490563,1.34,2023-08-14,3.5,2936.03,2011.26,Heavy Rain,Moderate,1.62,Very Dissatisfied,3.05,141.7,1156.02,Perishable,3.51,Urban,Flatbed,Junior,Overnight,1,128.04,Diesel,1.72,21.16,1.94,6.81,1508.11,3.39,0.51,2832.11,0,0
MIA/BNA,IK9025,4400610,7.24,2023-10-16,4.5,1569.96,2018.52,Snow,Severe,1.19,Very Satisfied,3.08,163.16,1491.28,Perishable,4.4,Urban,Semi,Senior,Morning,2,126.98,Diesel,48.55,17.52,1.28,6.81,1038.02,2.87,0.66,2761.41,2,2
